url	download_complete
mailman.ics.uci.edu/mailman/roster/ivecg-community	complete
xtune.ics.uci.edu/link.htm	complete
www.ics.uci.edu/about/bren/bren_about.php	complete
www.ics.uci.edu/~dechter/publications/r34.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/00364	incomplete
sli.ics.uci.edu/Main	complete
mailman.ics.uci.edu/mailman/subscribe/cert-students	complete
www.ics.uci.edu/about/bren/gallery/gallery_07_jpg.php	complete
www.ics.uci.edu/~dechter/courses/ics-270a/fall-04	complete
sli.ics.uci.edu/Classes-CS178-Notes/Matlab-Classes	complete
luci.ics.uci.edu/faculty.html	complete
vision.ics.uci.edu/papers/KongF_TR_2017	complete
sli.ics.uci.edu/Code/Adaptive	complete
support.ics.uci.edu/computing/unix	complete
mailman.ics.uci.edu/mailman/subscribe/grad.softeng	complete
www.ics.uci.edu/community/events/openhouse/research10.html	complete
sli.ics.uci.edu/Code/Matlab-Factor	complete
ngs.ics.uci.edu/teaching/current-courses	complete
elms.ics.uci.edu	complete
archive.ics.uci.edu/ml/machine-learning-databases/mushroom	complete
mailman.ics.uci.edu/mailman/options/soar/chown--at--uci.edu	complete
archive.ics.uci.edu/ml/datasets/BLOGGER	complete
www.ics.uci.edu/~emj/classes/280_03/sysbio.htm	complete
www.ics.uci.edu/~dechter/publications/r189.html	complete
mailman.ics.uci.edu/mailman/subscribe/ms.softeng	complete
www.ics.uci.edu/~dsm/dyn/release/related.html	complete
seal.ics.uci.edu/projects/mu_droid/index.html	complete
archive.ics.uci.edu/ml/datasets/Gastrointestinal+Lesions+in+Regular+Colonoscopy	complete
mailman.ics.uci.edu/mailman/listinfo/r_users_group	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/_notes/start.htm	complete
mailman.ics.uci.edu/mailman/options/ics6n-questions	complete
archive.ics.uci.edu/ml/datasets/HIV-1+protease+cleavage	complete
sli.ics.uci.edu/Classes/2014W-178	complete
www.ics.uci.edu/%7elab/students/faq.php	complete
www.ics.uci.edu/ugrad/QA_After_Graduation.php	complete
support.ics.uci.edu/sitemap.php	complete
www.ics.uci.edu/~dvk/pub/SV07_dvk.html	complete
mailman.ics.uci.edu/mailman/listinfo/ops-git-commits	complete
www.ics.uci.edu/~bvegetab	complete
www.ics.uci.edu/~dechter/publications.html	complete
www.ics.uci.edu/~radum	complete
archive.ics.uci.edu/ml/machine-learning-databases/audiology	complete
mailman.ics.uci.edu/mailman/private/grad.softeng	complete
ngs.ics.uci.edu	complete
archive.ics.uci.edu/ml/datasets/Waveform+Database+Generator+%28Version+1%29	complete
archive.ics.uci.edu/ml/datasets/Miskolc+IIS+Hybrid+IPS	complete
mailman.ics.uci.edu/mailman/roster/31-tutors	complete
www.ics.uci.edu/community/news/spotlight/spotlight_uci_constructors_acm.php	complete
www.ics.uci.edu/grad/financial/index.php	complete
archive.ics.uci.edu/ml/datasets/Iris	complete
mailman.ics.uci.edu/mailman/subscribe/informatics-onetimelecturers	complete
sli.ics.uci.edu/PmWiki/Drafts	complete
www.ics.uci.edu/~dechter/publications/r33.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/entree-mld/entree.data.html	complete
www.ics.uci.edu/ugrad/qa/index.php	complete
www.ics.uci.edu/~kobsa/courses/FPS/05S/syllabus.htm	complete
sli.ics.uci.edu/Classes/CSEProjectIdeas	complete
archive.ics.uci.edu/ml/datasets/Anuran+Calls+%28MFCCs%29	complete
archive.ics.uci.edu/ml/datasets/Artificial+Characters	complete
sli.ics.uci.edu/Ihler-Private/SideBar	complete
vision.ics.uci.edu/papers/TreweekCFYDGLXCLBFG_NP_2015	complete
vision.ics.uci.edu/papers/Luna_TEC_2011	complete
www.ics.uci.edu/~mmazmani	complete
www.ics.uci.edu/grad/policies/GradPolicies_GradStudentReview.php	complete
www.ics.uci.edu/~dechter/publications/r48.html	complete
archive.ics.uci.edu/ml/datasets/Dow+Jones+Index	complete
www.ics.uci.edu/community/news/spotlight	complete
archive.ics.uci.edu/ml/datasets/Musk+%28Version+2%29	complete
mailman.ics.uci.edu/mailman/admin/csjoint	complete
www.ics.uci.edu/~jseberge	complete
www.ics.uci.edu/community/events/openhouse/school.html	complete
www.ics.uci.edu/~seal/projects/covert/GooglePlay_ICC_allSols.txt	complete
www.ics.uci.edu/~dvk/pub/ICDE07_dvk.html	complete
archive.ics.uci.edu/ml/datasets/MSNBC.com+Anonymous+Web+Data	complete
mailman.ics.uci.edu/mailman/subscribe/grad_social_club	complete
www.ics.uci.edu/computing/services/snapshot.php	complete
www.ics.uci.edu/~dechter/publications/r90.html	complete
wics.ics.uci.edu/our-mentorship-program	complete
mailman.ics.uci.edu/mailman/roster/statsphd	complete
www.ics.uci.edu/%7Ekobsa/courses/INF231/16F/syllabus.htm	complete
mailman.ics.uci.edu/mailman/options/ics-insa	complete
www.ics.uci.edu/~dechter/publications/r98.html	complete
sli.ics.uci.edu/video/cs274a/Lecture18.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/coil-mld	complete
duttgroup.ics.uci.edu/projects	complete
www.ics.uci.edu/~yez	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Ihler-Photos%2FJapan	complete
vision.ics.uci.edu/papers/YangR_CVPR_2011	complete
cert.ics.uci.edu/seminar/Nanda/bio.htm	complete
sli.ics.uci.edu/PmWiki/I18nVariables	complete
mailman.ics.uci.edu/mailman/private/ops-git-commits	complete
mailman.ics.uci.edu/mailman/private/luci-lab	complete
sli.ics.uci.edu/PmWiki/PageListTemplates	complete
mailman.ics.uci.edu/mailman/subscribe/45c-tutors	complete
www.ics.uci.edu/grad	complete
archive.ics.uci.edu/ml/datasets/datasets.html	complete
sli.ics.uci.edu/PmWiki/SpecialPages	complete
www.ics.uci.edu/~dsm/dyn/release/paapi.html	complete
www.ics.uci.edu/about/search/search_support.php	complete
www.ics.uci.edu/~dillenco	complete
vision.ics.uci.edu/courses.html	complete
www.ics.uci.edu/community/news/index.php	complete
cert.ics.uci.edu/safire.html	complete
www.ics.uci.edu/~dechter/publications/r202.html	complete
sli.ics.uci.edu/Classes-CS178-Notes/LinearClassify	complete
www.ics.uci.edu/computing/linux/file-security.php	complete
archive.ics.uci.edu/ml/datasets/Function+Finding	complete
www.ics.uci.edu/%7Ekobsa/courses/INF132/16S/syllabus.htm	complete
www.ics.uci.edu/~dsm/compose	complete
www.ics.uci.edu/community/news/articles/view_article	complete
www.ics.uci.edu/~dechter/publications/r170.html	complete
sli.ics.uci.edu/PmWiki/WikiFarmTerminology	complete
sprout.ics.uci.edu/past_projects/cliques/download/README_certificates	complete
www.ics.uci.edu/~rwblack	complete
www.ics.uci.edu/faculty/highlights	complete
sherlock.ics.uci.edu/internal	complete
mailman.ics.uci.edu/mailman/roster/asterixresearch	complete
archive.ics.uci.edu/ml/machine-learning-databases/qsar/README	incomplete
www.ics.uci.edu/ugrad/Credit By Exam Information.php	complete
asterix.ics.uci.edu/fuzzyjoin-mapreduce	complete
www.ics.uci.edu/ugrad/resources/ICS_StudentOrgs.php	complete
xtune.ics.uci.edu/people.htm	complete
mailman.ics.uci.edu/mailman/options/informatics-nonstudents	complete
www.ics.uci.edu/~dechter/publications/r87a.html	complete
netreg.ics.uci.edu/button.php	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/course-notes/color-current-screens.htm	complete
archive.ics.uci.edu/ml/machine-learning-databases/00411	complete
www.ics.uci.edu/~johutchi	complete
www.ics.uci.edu/%7elab/lab_assistants/index.php	complete
www.ics.uci.edu/about/bren/gallery/gallery_02_jpg.php	complete
www.ics.uci.edu/~seal/projects/savasana/index.html	complete
sli.ics.uci.edu/video/cs178/Lecture18.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/census1990-mld/USCensus1990-desc.html	complete
www.ics.uci.edu/grad/policies/index.php	complete
mailman.ics.uci.edu/mailman/listinfo/cert-all	complete
sli.ics.uci.edu/Profiles/Ihler	complete
www.ics.uci.edu/community/alumni/index.php	complete
sli.ics.uci.edu/Ihler-Photos/Bobby	complete
www.ics.uci.edu/~andre	complete
www.ics.uci.edu/~dsm/dyn/release/api/structdynamo__backlight.html	complete
www.ics.uci.edu/community/news/articles	complete
emj.ics.uci.edu/projects/computational-biology-projects/computable-plant-project	complete
www.ics.uci.edu/community/events/openhouse/gift.html	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/course-notes/gdl-text.htm	complete
testlab.ics.uci.edu	complete
mailman.ics.uci.edu/mailman/admin/mcsgrads	complete
mhcid.ics.uci.edu/faq	complete
www.ics.uci.edu/%7Ehjafarpo	complete
www.ics.uci.edu/about/search/search_sao.php	incomplete
mcs.ics.uci.edu/career/additional-skills-resources	complete
vision.ics.uci.edu/papers/Diaz_THESIS_2016	complete
vision.ics.uci.edu/papers/RogezSKMR_ECCV_2014	complete
mailman.ics.uci.edu/mailman/admin/soar	complete
vision.ics.uci.edu/papers/RenFM_NIPS_2005	complete
www.ics.uci.edu/community/events/openhouse/dedication.html	complete
www.ics.uci.edu/%7elab/lab_schedule	complete
mailman.ics.uci.edu/mailman/subscribe/cse-committee	complete
archive.ics.uci.edu/ml/datasets/Entree+Chicago+Recommendation+Data	complete
support.ics.uci.edu/passwd	complete
www.ics.uci.edu/community/news/view_news	complete
mailman.ics.uci.edu/mailman/listinfo/ivecg-community	complete
mailman.ics.uci.edu/mailman/roster/middleware2007	complete
mailman.ics.uci.edu/mailman/options/hana-google	complete
kdd.ics.uci.edu/databases/coil/instructions.txt	complete
sli.ics.uci.edu/PmWiki/LinkVariables	complete
mailman.ics.uci.edu/mailman/roster/quasar-l	complete
dynamo.ics.uci.edu/api/structdynamo__memory.html	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=AIStats%2FPostings	complete
support.ics.uci.edu/ltb	complete
sli.ics.uci.edu/video/cs274a/Lecture22part.html	complete
emj.ics.uci.edu/software/cambium-model-translation-software	complete
dynamo.ics.uci.edu/api/device_8h.html	complete
sli.ics.uci.edu/Classes-CS271-Notes	complete
www.ics.uci.edu/~projects/SATware/index.html	complete
www.ics.uci.edu/../statistics/grad/index.php	complete
www.ics.uci.edu/~dechter/publications/r91.html	complete
archive.ics.uci.edu/ml/datasets/OPPORTUNITY+Activity+Recognition	complete
www.ics.uci.edu/~dechter/publications/r128a.html	complete
sli.ics.uci.edu/PmWiki/SitePreferences	complete
vision.ics.uci.edu/people/13.html	complete
isg.ics.uci.edu/people.html	complete
xtune.ics.uci.edu/news.files/colorschememapping.xml	complete
sli.ics.uci.edu/Classes/2012F-178-Comments	complete
archive.ics.uci.edu/ml/datasets/Chess+%28King-Rook+vs.+King-Pawn%29	complete
www.ics.uci.edu/community/alumni/hall_of_fame/inductees.php	complete
www.ics.uci.edu/~emj/Mjolsness_CV_V67pp_files/filelist.xml	complete
archive.ics.uci.edu/ml/machine-learning-databases/car	complete
fr.ics.uci.edu	complete
archive.ics.uci.edu/ml/datasets/EMG+Physical+Action+Data+Set	complete
www.ics.uci.edu/grad/degrees/degree_cs.php	complete
sprout.ics.uci.edu/projects.html	complete
archive.ics.uci.edu/ml/datasets/Planning+Relax	incomplete
www.ics.uci.edu/~jianfenj	complete
mailman.ics.uci.edu/mailman/admin/phd.softeng	complete
archive.ics.uci.edu/ml/support/Waveform+Database+Generator+(Version+1)	incomplete
archive.ics.uci.edu/ml/datasets/Activities+of+Daily+Living+%28ADLs%29+Recognition+Using+Binary+Sensors	incomplete
mailman.ics.uci.edu/mailman/options/isg-friends	complete
archive.ics.uci.edu/ml/datasets/Air+quality	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Integrity	complete
www.ics.uci.edu/community/friends/proj125/index.php	complete
www.ics.uci.edu/~mlearn/MLRepository.html	complete
mailman.ics.uci.edu/mailman/subscribe/hana-ohana	complete
archive.ics.uci.edu/ml/datasets/Container+Crane+Controller+Data+Set	incomplete
www.ics.uci.edu/~ihler/code/index.html	complete
sli.ics.uci.edu/PmWiki/Passwords	incomplete
www.ics.uci.edu/~anamakis	complete
sli.ics.uci.edu/Ihler-Private/ScratchPad	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Ihler-Photos%2FBobby	complete
www.ics.uci.edu/ugrad/resources	complete
www.ics.uci.edu/~projects/satware	complete
www.ics.uci.edu/~lab	complete
mailman.ics.uci.edu/mailman/roster/ppopp13	complete
sli.ics.uci.edu/Classes/2015W-178	complete
www.ics.uci.edu/~dsm/dyn/release/api/struct_dyn___proxy2_device___comm.html	complete
www.ics.uci.edu/~shz	complete
mailman.ics.uci.edu/mailman/options/cert-cab	complete
www.ics.uci.edu/~dechter/publications/r62.html	complete
mailman.ics.uci.edu/mailman/subscribe/mlrg	complete
www.ics.uci.edu/ugrad/policies/Add_Drop_ChangeOption.php	complete
www.ics.uci.edu/faculty/area/area_vision.php	complete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Roxanna-Shaik-November2017.php	complete
www.ics.uci.edu/~yamingy	complete
www.ics.uci.edu/~dechter/publications/r109.html	complete
psearch.ics.uci.edu/about.html	complete
www.ics.uci.edu/~dechter/talks/tutorial-ijcai2013	incomplete
www.ics.uci.edu/~lab/proj_ics/index.php	complete
www.ics.uci.edu/~tnguye90	complete
www.ics.uci.edu/~dechter/publications/r86.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/kddcup98-mld	incomplete
archive.ics.uci.edu/ml/datasets/Arcene	incomplete
www.ics.uci.edu/~dmassagu	complete
mailman.ics.uci.edu/mailman/listinfo	complete
archive.ics.uci.edu/ml/datasets/Residential+Building+Data+Set	complete
sli.ics.uci.edu/PmWiki/MarkupExpressions	complete
www.ics.uci.edu/~mjcarey	complete
archive.ics.uci.edu/ml/datasets/Parkinsons+Telemonitoring	incomplete
sli.ics.uci.edu/extras/cs178/Perceptron_Demo.html	complete
mailman.ics.uci.edu/mailman/roster/emme	complete
archive.ics.uci.edu/ml/datasets/MHEALTH+Dataset	complete
www.ics.uci.edu/~dvk/pub/IEEETC02_dvk.html	complete
mailman.ics.uci.edu/mailman/private/45j-tutors	complete
vision.ics.uci.edu/papers/RamananFZ_CVPR_2005	complete
vision.ics.uci.edu/papers/ZhuR_CVPR_2012	complete
sli.ics.uci.edu/Profiles/DownloadLaguMp3TerbaruGratis	complete
vision.ics.uci.edu/papers/YangR_TPAMI_2013	complete
emj.ics.uci.edu/grand-questions	complete
vision.ics.uci.edu/papers/LinMBBGHPRZD_ECCV_2014	complete
archive.ics.uci.edu/ml/datasets/Poker+Hand	complete
vision.ics.uci.edu/papers/CaoLYYWWHXRH_ICCV_2015	complete
archive.ics.uci.edu/ml/datasets/3D+Road+Network+%28North+Jutland%2C+Denmark%29	incomplete
www.ics.uci.edu/%7elab/lab_schedule/schedules/189_files/sheet004.html	complete
vision.ics.uci.edu/papers/RenFM_ECCV_2006	complete
vision.ics.uci.edu/papers/RamnathBMR_CVPR_2008	complete
www.ics.uci.edu/~minhaenl	complete
ipubmed.ics.uci.edu	complete
archive.ics.uci.edu/ml/machine-learning-databases/msnbc-mld/msnbc.data.html	incomplete
sli.ics.uci.edu/Code/MMPP	complete
vision.ics.uci.edu/papers/BelongieFCM_ECCV_2002	complete
www.ics.uci.edu/about/about_mission.php	complete
www.ics.uci.edu/%7elab/students/acct_activate.php	complete
wics.ics.uci.edu/home/feed	complete
www.ics.uci.edu/statistics	complete
sli.ics.uci.edu/Code/GPRTimeshift	complete
www.ics.uci.edu/~dvk/pub/SIGMOD03_dvk.html	complete
www.ics.uci.edu/community/events/openhouse/gallery_03.html	complete
archive.ics.uci.edu/ml/datasets/Protein+Data	incomplete
sli.ics.uci.edu/Classes-2008F/Finance	complete
archive.ics.uci.edu/ml/datasets/Economic+Sanctions	complete
mailman.ics.uci.edu/mailman/subscribe/ivecg-community	complete
mailman.ics.uci.edu/mailman/listinfo/informatics-phd	complete
www.ics.uci.edu/~seal/projects/covert/appList.txt	complete
www.ics.uci.edu/about/about_facts.php	complete
sli.ics.uci.edu/PmWiki/UploadsAdmin	complete
mailman.ics.uci.edu/mailman/listinfo/statsms	complete
archive.ics.uci.edu/ml/datasets/Relative+location+of+CT+slices+on+axial+axis	incomplete
mailman.ics.uci.edu/mailman/private/csstaff	complete
flamingo.ics.uci.edu/releases/4.1	complete
www.ics.uci.edu/computerscience/news/news_2006.php	complete
mailman.ics.uci.edu/mailman/subscribe/femalegrads	complete
archive.ics.uci.edu/ml/datasets/SECOM	incomplete
emj.ics.uci.edu/i-htm	complete
mailman.ics.uci.edu/mailman/options/csjoint	complete
sli.ics.uci.edu/Pubs/Bibliography	complete
sli.ics.uci.edu/extras/cs178/NNet_Demo.html	complete
www.ics.uci.edu/~dechter/publications/r206.html	complete
mailman.ics.uci.edu/mailman/roster/sislgram	complete
www.ics.uci.edu/~dechter/publications/r240a.html	incomplete
sli.ics.uci.edu/Ihler-Photos/AfricaBook	complete
mailman.ics.uci.edu/mailman/options/soar/thanhml--at--uci.edu	complete
archive.ics.uci.edu/ml/datasets/DGP2+-+The+Second+Data+Generation+Program	incomplete
archive.ics.uci.edu/ml/datasets/Mturk+User-Perceived+Clusters+over+Images	incomplete
www.ics.uci.edu/~dechter/publications/r23.html	complete
archive.ics.uci.edu/ml/datasets/Repeat+Consumption+Matrices	incomplete
seal.ics.uci.edu/projects/fusion/index.html	complete
www.ics.uci.edu/~dechter/courses/ics-175a/spring-2004	complete
sli.ics.uci.edu/Classes-2008F	complete
fr.ics.uci.edu/haiti	complete
sli.ics.uci.edu/video/cs178/Lecture17.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/189_files/sheet002.html	complete
www.ics.uci.edu/~dechter/publications/r203.html	complete
vision.ics.uci.edu/people/37.html	complete
www.ics.uci.edu/community/events/openhouse/gallery_14.html	complete
mailman.ics.uci.edu/mailman/private/soar	complete
sli.ics.uci.edu/SiteAdmin	complete
www.ics.uci.edu/about/annualreport/2005-06/events.php	complete
xtune.ics.uci.edu	complete
seal.ics.uci.edu/projects/terminator/index.html	complete
www.ics.uci.edu/ugrad/financial	complete
mailman.ics.uci.edu/mailman/roster/aperture	complete
archive.ics.uci.edu/ml/datasets/YouTube+Comedy+Slam+Preference+Data	incomplete
www.ics.uci.edu/community/alumni/mentor/mentor_signup.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/192_files/sheet003.html	complete
www.ics.uci.edu/community/alumni/stayconnected/index.php	complete
www.ics.uci.edu/~dechter/publications/r76A.html	complete
emj.ics.uci.edu/phd-theses	complete
www.ics.uci.edu/faculty/area/area_network.php	complete
www.ics.uci.edu/ugrad/honors	complete
www.ics.uci.edu/~emj/research.html	complete
mondego.ics.uci.edu/projects/clonedetection	complete
archive.ics.uci.edu/ml/datasets/Buzz+in+social+media+	incomplete
mailman.ics.uci.edu/mailman/subscribe/collapseomatic	complete
www.ics.uci.edu/~dechter/publications/r198.html	complete
www.ics.uci.edu/~dvk/pub/ICDE03_dvk.html	complete
mailman.ics.uci.edu/mailman/listinfo/collapseomatic	complete
mailman.ics.uci.edu/mailman/private/cse-committee	complete
www.ics.uci.edu/~wayne/research/students	complete
archive.ics.uci.edu/ml/datasets/Statlog+%28Heart%29	incomplete
archive.ics.uci.edu/ml/datasets/Student+Loan+Relational	incomplete
kdd.ics.uci.edu/databases/tic/dictionary.txt	incomplete
mailman.ics.uci.edu/mailman/roster/cert-faculty	complete
mcs.ics.uci.edu/advisory-board	complete
www.ics.uci.edu/community/events/openhouse/gallery_16.html	complete
www.ics.uci.edu/~irishabh	complete
emj.ics.uci.edu/xmlrpc.php	complete
sli.ics.uci.edu/Classes-CS178-Notes/KMeans	complete
archive.ics.uci.edu/ml/machine-learning-databases/00342	incomplete
mailman.ics.uci.edu/mailman/subscribe/6a-questions	complete
www.ics.uci.edu/~dechter/publications/r143.html	complete
www.ics.uci.edu/~projects/dissemination/schoolWorkshop/directions.htm	complete
www.ics.uci.edu/~sharad/pubs_files/themedata.xml	complete
cert.ics.uci.edu/directions.html	complete
www.ics.uci.edu/about/search	complete
mailman.ics.uci.edu/mailman/listinfo/uci-staff	complete
mailman.ics.uci.edu/mailman/listinfo/ppopp13	complete
cml.ics.uci.edu/sponsors-funding	complete
www.ics.uci.edu/~nanb	complete
www.ics.uci.edu/~dechter/publications/r220.html	incomplete
sli.ics.uci.edu/PmWiki/Links	complete
www.ics.uci.edu/~lab/lab_schedule	complete
archive.ics.uci.edu/ml/datasets/DBWorld+e-mails	incomplete
mailman.ics.uci.edu/mailman/listinfo/33-tutors	incomplete
sli.ics.uci.edu/Library/Posters	complete
www.ics.uci.edu/~dvk/pub/ISI07_dvk.html	complete
www.ics.uci.edu/~aregan	complete
sli.ics.uci.edu/PmWiki/ReleaseNotes	complete
mailman.ics.uci.edu/mailman/private/test1	complete
www.ics.uci.edu/~dechter/publications/r174.html	complete
luci.ics.uci.edu/students.html	complete
www.ics.uci.edu/~forouzme	complete
www.ics.uci.edu/community/news/press	complete
archive.ics.uci.edu/ml/donation_form.html	complete
www.ics.uci.edu/~dechter/publications/r153.html	complete
www.ics.uci.edu/~mjcarey/MJCarey_PhD_Students_Supervised.html	complete
emj.ics.uci.edu/papers/optimization-papers	complete
archive.ics.uci.edu/datasets/Breast+Cancer+Wisconsin+(Prognostic)	complete
www.ics.uci.edu/ugrad/QA_Petitions.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_02.html	complete
cwicsocal18.ics.uci.edu/program	complete
www.ics.uci.edu/involved/internship.php	complete
sli.ics.uci.edu/PmWiki/FullName	complete
www.ics.uci.edu/~seal/projects/energy-test-min/index.html	complete
www.ics.uci.edu/~dechter/publications	complete
www.ics.uci.edu/computing/contact	complete
vision.ics.uci.edu/papers/DiazHF_ICCV_2013	complete
www.ics.uci.edu/~dechter/publications/r203a.html	complete
mailman.ics.uci.edu/mailman/private/motifmap	complete
www.ics.uci.edu/about/annualreport/2006-07/numbers.php	complete
dblp.ics.uci.edu	complete
www.ics.uci.edu/~ihler/bio.html	complete
www.ics.uci.edu/~kobsa/courses/INF241/15F/syllabus.htm	complete
sli.ics.uci.edu/Classes/2016W-178	complete
archive.ics.uci.edu/ml/machine-learning-databases/00312	incomplete
mailman.ics.uci.edu/mailman/subscribe/cert-faculty	complete
www.ics.uci.edu/~hjafarpo	complete
sli.ics.uci.edu/video/cs178/Lecture11.html	complete
mailman.ics.uci.edu/mailman/subscribe/asterixresearch	complete
dynamo.ics.uci.edu/api/structdynamo__backlight.html	complete
archive.ics.uci.edu/ml/datasets/HEPMASS	incomplete
www.ics.uci.edu/~dvk/pub/DAPD04_dvk.html	complete
archive.ics.uci.edu/ml/datasets/ILPD+%28Indian+Liver+Patient+Dataset%29	incomplete
www.ics.uci.edu/~dechter/courses/ics-295/fall-2013/spring-2007	complete
www.ics.uci.edu/~lab/students/unixfiles.php	complete
vision.ics.uci.edu/papers/ParkR_CVPR_2015	complete
www.ics.uci.edu/computing/services/microsoft_imagine_error.php	complete
www.ics.uci.edu/%7Ewmt/socialCodeGroup/projects.html	complete
archive.ics.uci.edu/ml/datasets/Concrete+Slump+Test	incomplete
www.ics.uci.edu/community/news/notes	complete
www.ics.uci.edu/computing/account/quota.php	complete
www.ics.uci.edu/faculty/area/area_systems.php	complete
mcs.ics.uci.edu/current-students/once-admitted/vv	complete
www.ics.uci.edu/~mizukoi	complete
www.ics.uci.edu/~dvk/pub/EDBT06_dvk_demo.html	complete
www.ics.uci.edu/%7edgillen	complete
www.ics.uci.edu/grad/policies/GradPolicies_EnrollmentStatus.php	complete
www.ics.uci.edu/~dsm/dyn/release/api/files/zImage_paapi	complete
mailman.ics.uci.edu/mailman/subscribe/grad.informatics	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/course-notes/1stlevelheaders/why-learn-about-HCI.htm	complete
www.ics.uci.edu/~eugenig	complete
www.ics.uci.edu/~dechter/publications/r42a.html	complete
www.ics.uci.edu/informatics	complete
sli.ics.uci.edu/SiteAdmin/AuthUser	incomplete
archive.ics.uci.edu/ml/machine-learning-databases/00404	incomplete
archive.ics.uci.edu/ml/machine-learning-databases/00406	incomplete
sli.ics.uci.edu/Ihler-Photos/Africa	complete
archive.ics.uci.edu/ml/machine-learning-databases/00401	incomplete
dynamo.ics.uci.edu/api/index.html	complete
mailman.ics.uci.edu/mailman/subscribe/aperture	complete
malek.ics.uci.edu	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed	complete
www.ics.uci.edu/~nalini	complete
sli.ics.uci.edu/Classes-CS18-Notes	complete
mailman.ics.uci.edu/mailman/listinfo/visionturk	complete
www.ics.uci.edu/computing/web/personalpage.php	complete
www.ics.uci.edu/about/bren/bren_vision.php	complete
emj.ics.uci.edu/cv	complete
seal.ics.uci.edu/projects/patdroid/index.html	complete
vision.ics.uci.edu/people/18.html	complete
www.ics.uci.edu/ugrad/index	complete
www.ics.uci.edu/%7Eashish	complete
emj.ics.uci.edu/papers/calculational-papers	complete
www.ics.uci.edu/~boyanw1	complete
sli.ics.uci.edu/Site/LocalTemplates	complete
www.ics.uci.edu/grad/financial	complete
archive.ics.uci.edu/ml/support/Statlog+(Landsat+Satellite)	complete
mailman.ics.uci.edu/mailman/private/blahblah	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php	complete
wics.ics.uci.edu/join-us	complete
www.ics.uci.edu/~rares	complete
mailman.ics.uci.edu/mailman/listinfo/hana-csw-admins	complete
mailman.ics.uci.edu/mailman/subscribe/46-tutors	complete
archive.ics.uci.edu/ml/machine-learning-databases/00319	incomplete
www.ics.uci.edu/about/annualreport/2005-06/development.php	complete
www.ics.uci.edu/~jabbarvr	complete
vision.ics.uci.edu/papers/BurgeFB_JON_2010	complete
www.ics.uci.edu/grad/policies/GradPolicies_MSThesisOption.php	complete
www.ics.uci.edu/~dechter/publications/r232a.html	complete
mailman.ics.uci.edu/mailman/subscribe/hana-google	complete
www.ics.uci.edu/~kibler	complete
www.ics.uci.edu/~duboisc	complete
xtune.ics.uci.edu/sponsor.files/filelist.xml	complete
archive.ics.uci.edu/ml/datasets/Twin+gas+sensor+arrays	incomplete
mailboss.ics.uci.edu/login.php	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/course-notes/1stlevelheaders/cognitive-elements.htm	complete
www.ics.uci.edu/%7Emahesh	complete
www.ics.uci.edu/~dechter/publications/r182.html	complete
www.ics.uci.edu/%7Eaghigi	complete
www.ics.uci.edu/supportICS	complete
sli.ics.uci.edu/Site/AuthUser	incomplete
mailman.ics.uci.edu/mailman/subscribe/45j-tutors	complete
mailman.ics.uci.edu/mailman/admin/hana-google	complete
archive.ics.uci.edu/ml/support/Contraceptive+Method+Choice	incomplete
www.ics.uci.edu/involved/corporate_partner.php	incomplete
mailman.ics.uci.edu/mailman/options/igb-community	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Johutchi-Private%2FAddSideBar	complete
sli.ics.uci.edu/video/cs178/Lecture08.html	complete
mailman.ics.uci.edu/pipermail/ics-insa	complete
emj.ics.uci.edu/wp-json	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Classes-CS271-Notes%2FSearchHeuristic	complete
archive.ics.uci.edu/ml/datasets/Synthetic+Control+Chart+Time+Series	incomplete
mailman.ics.uci.edu/mailman/options/test1	complete
www.ics.uci.edu/computing/account/new.php	complete
archive.ics.uci.edu/ml/datasets/Autism+Screening+Adult	complete
sli.ics.uci.edu/extras/cs178/Intro_Tutorial.html	complete
sprout.ics.uci.edu/past_projects/cliques/index.html	complete
www.ics.uci.edu/about/bren/gallery/gallery_01_jpg.php	complete
www.ics.uci.edu/informatics/news/news_2006.php	complete
www.ics.uci.edu/%7elab/students/index.php	complete
radicle.ics.uci.edu/people.html	complete
vision.ics.uci.edu/papers/AllinR_MVA_2007	complete
www.ics.uci.edu/~dvk/index.html	complete
